filename,confidence,original_caption
00040,0.7578125,Picture of a man. The hair is brown. Hair color is blue. Eyes are open. Face looks like a man
00042,0.88232421875,Picture of a woman with a funny expression. The hair is gray. Hair color is gray. Eyes are open. Face looks like a crazy man
00045,0.70556640625,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a woman
00048,0.50390625,Picture of a man and woman. The hair is brown. Hair color is blonde. Eyes are open. Face looks like a face
00049,0.546875,Picture of a woman with frng hair. The hair is curly. Hair color is brown. Eyes are open. Face looks slightly to the left
00051,0.85595703125,Picture of a woman with glasses and a hat. The hair is shiny. Hair color is black. Eyes are open. Face looks like a woman
00054,0.5888671875,Picture of a man. The hair is gray. Hair color is black. Eyes are open. Face looks very happy
00055,0.92822265625,Picture of a little girl. The hair is brown. Hair color is brown. Eyes are open. Face looks very happy
00056,0.810546875,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks like a woman
00057,0.67919921875,Picture of a young child. The hair is black. Hair color is black. Eyes are yellow. Face looks like a little girl
00059,0.85400390625,Picture of a woman wearing a hat. The hair is brown. Hair color is brown. Eyes are open. Face looks like a cow
00061,0.8173828125,Picture of a woman with sunglasses on. The hair is blonde. Hair color is blonde. Eyes are closed. Face looks like a woman
00062,0.98681640625,Picture of a man with a mustache and a mustache. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly
00064,0.51171875,Picture of a woman. The hair is wet. Hair color is brown. Eyes are open. Face looks very happy
00070,0.6259765625,Picture of a woman with red lipstick. The hair is blonde. Hair color is blonde. Eyes are red. Face looks like a clown
00071,0.7548828125,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks very happy
00072,0.56201171875,Picture of a little girl. The hair is blonde. Hair color is blonde. Eyes are closed. Face looks down
00073,0.56591796875,Picture of dr sanjay singh. The hair is gray. Hair color is gray. Eyes are wide. Face looks slightly slightly
00075,0.79296875,Picture of a man with a dog on his head. The hair is brown. Hair color is brown. Eyes are open. Face looks like a dog
00077,0.51953125,Picture of a woman with blonde hair and blue eyes. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks slightly slightly
00079,0.64794921875,Picture of a man with glasses and a cell. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly
00080,0.56982421875,Picture of a young man with a smile. The hair is brown. Hair color is brown. Eyes are open. Face looks very happy
00081,0.740234375,Picture of a young girl with a blue sky in the background. The hair is blonde. Hair color is brown. Eyes are open. Face looks like a face
00087,0.53125,Picture of a woman. The hair is brown. Hair color is brown. Eyes are blue. Face looks like a woman
00091,0.9638671875,Picture of a boy. The hair is brown. Hair color is brown. Eyes are open. Face looks like a face
00092,0.6513671875,Picture of two people. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a face
00093,0.85400390625,Picture of a girl. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very happy
00095,0.92724609375,Picture of a girl. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a child
00100,0.69921875,Picture of a woman with curly hair. The hair is long. Hair color is dark brown. Eyes are open. Face looks like a woman
00101,0.763671875,Picture of a woman with her mouth open. The hair is wet. Hair color is brown. Eyes are open. Face looks like a crazy face
00102,0.55810546875,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly to the left
00103,0.50390625,Picture of a man with glasses and a mustache. The hair is gray. Hair color is light brown. Eyes are open. Face looks slightly slightly
00107,0.6826171875,Picture of a man smiling. The hair is gray. Hair color is gray. Eyes are open. Face looks like a man
00108,0.50390625,Picture of two women. The hair is black. Hair color is black. Eyes are open. Face looks like a face
00109,0.56591796875,Picture of a woman with sunglasses on. The hair is dark. Hair color is brown. Eyes are open. Face looks very happy
00110,0.53125,Picture of a wooden bowl with a metal handle. The hair is brown. Hair color is brown. Eyes are visible. Face looks like a face
00118,0.7744140625,Picture of a woman. The hair is black. Hair color is brown. Eyes are open. Face looks like a woman
00119,0.81982421875,Picture of a woman with a blue nose ring. The hair is long. Hair color is black. Eyes are open. Face looks like a woman
00122,0.70556640625,Picture of a young girl. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very happy
00125,0.935546875,Picture of a girl with a tooth. The hair is long. Hair color is brown. Eyes are open. Face looks like a girl
00126,0.68603515625,Picture of a woman with a pink background. The hair is short. Hair color is purple. Eyes are open. Face looks slightly slightly
00127,0.9873046875,Picture of a woman smiling. The hair is brown. Hair color is brown. Eyes are open. Face looks like a woman
00129,0.8154296875,Picture of a man with a beard. The hair is dark. Hair color is dark. Eyes are open. Face looks slightly slightly
00131,0.88232421875,Picture of a woman with a blue hat and a tooth. The hair is brown. Hair color is blue. Eyes are open. Face looks like a bear
00134,0.52734375,Picture of a woman. The hair is brown. Hair color is brown. Eyes are closed. Face looks slightly
00135,0.57373046875,Picture of a man and woman. The hair is brown. Hair color is brown. Eyes are open. Face looks like a man
00136,0.5390625,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the camera
00139,0.8154296875,Picture of a girl. The hair is brown. Hair color is brown. Eyes are open. Face looks like a girl
00140,0.7880859375,"Picture of opi. The hair is brown. Hair color is always a good idea for black women. Eyes are the window to the soul of the soul, and the soul of the soul of the. Face looks like a woman with a big smile"
00141,0.673828125,Picture of a little girl with curly hair. The hair is curly. Hair color is brown. Eyes are open. Face looks like a little girl
00144,0.69580078125,Picture of a man with a beard. The hair is short. Hair color is brown. Eyes are open. Face looks slightly slightly
00146,0.56982421875,Picture of a woman. The hair is long. Hair color is black. Eyes are open. Face looks very young
00147,0.5546875,Picture of two people. The hair is long. Hair color is blonde. Eyes are open. Face looks like a face
00148,0.5234375,Picture of a woman with long hair. The hair is long. Hair color is blonde. Eyes are open. Face looks slightly to the left
00152,0.841796875,Picture of a woman with red hair and a white shirt. The hair is brown. Hair color is red. Eyes are red. Face looks very good
00153,0.67041015625,Picture of a man with a hat and a tooth. The hair is messy. Hair color is brown. Eyes are open. Face looks like a man
00155,0.70556640625,Picture of a woman with a smile. The hair is black. Hair color is black. Eyes are open. Face looks very happy
00156,0.62255859375,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks slightly at the camera
00158,0.78515625,Picture of a man with a mohawk. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly
00162,0.89501953125,Picture of a woman with a flower crown on her head. The hair is curly. Hair color is brown. Eyes are open. Face looks like a flower
00163,0.83349609375,Picture of a woman. The hair is wet. Hair color is brown. Eyes are open. Face looks like a woman
00164,0.73095703125,Picture of a woman wearing a hat. The hair is brown. Hair color is brown. Eyes are open. Face looks like a pirate
00165,0.51953125,Picture of a man with a black hair. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left
00166,0.52734375,Picture of a woman with blonde hair. The hair is blonde. Hair color is a great way to get a new look. Eyes are open. Face looks very happy
00170,0.5927734375,Picture of a man wearing a graduation cap. The hair is gray. Hair color is blue. Eyes are open. Face looks slightly slightly
00172,0.55810546875,Picture of a woman with a flower in her hair. The hair is gray. Hair color is brown. Eyes are open. Face looks like a woman
00176,0.73095703125,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left
00178,0.515625,Picture of a young boy. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly to the right
00179,0.85595703125,Picture of a man. The hair is blonde. Hair color is light brown. Eyes are open. Face looks like a man
00182,0.83642578125,Picture of a man. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly
00187,0.9033203125,Picture of a woman. The hair is long. Hair color is dark brown. Eyes are open. Face looks like a woman
00189,0.72509765625,Picture of a woman. The hair is wet. Hair color is brown. Eyes are open. Face looks very happy
00190,0.87890625,Picture of a young boy with a tooth. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a baby
00195,0.861328125,Picture of a man and woman. The hair is brown. Hair color is brown. Eyes are open. Face looks like a man
00197,0.51953125,Picture of a man with a mustache. The hair is black. Hair color is black. Eyes are open. Face looks like a man
00198,0.60400390625,Picture of a man with a smile. The hair is black. Hair color is brown. Eyes are open. Face looks very happy
00202,0.69775390625,Picture of two babies. The hair is dark. Hair color is brown. Eyes are open. Face looks like a baby
00203,0.515625,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks like a woman
00205,0.501953125,Picture of a man with a microphone. The hair is wet. Hair color is brown. Eyes are open. Face looks slightly slightly
00206,0.89501953125,Picture of a little girl with red hair. The hair is red. Hair color is red. Eyes are open. Face looks like a child
00207,0.615234375,Picture of a woman with a cell in her hand. The hair is wet. Hair color is brown. Eyes are open. Face looks like a woman
00208,0.56396484375,Picture of a woman with a smile on her face. The hair is brown. Hair color is brown. Eyes are open. Face looks very happy
00209,0.6298828125,Picture of a woman. The hair is gray. Hair color is light brown. Eyes are open. Face looks like a woman
00212,0.74609375,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks very happy
00213,0.77734375,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly
00214,0.611328125,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a woman
00215,0.689453125,Picture of two girls. The hair is brown. Hair color is brown. Eyes are open. Face looks like a face
00219,0.822265625,Picture of a young girl. The hair is brown. Hair color is brown. Eyes are open. Face looks like a little girl
00220,0.80810546875,Picture of a woman with a tooth. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a woman
00222,0.8740234375,Picture of dr jill. The hair is brown. Hair color is a great shade for a dark brown hair. Eyes are the same as the upper lip. Face looks like a smile
00223,0.931640625,Picture of a woman with a flower in her hair. The hair is long. Hair color is brown. Eyes are open. Face looks like a flower
00224,0.7744140625,Picture of a woman with a banana on her head. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a banana
00225,0.5078125,Picture of a woman. The hair is wet. Hair color is brown. Eyes are open. Face looks very happy
00228,0.53515625,Picture of a woman. The hair is long. Hair color is blonde. Eyes are open. Face looks like a woman
00230,0.6689453125,Picture of a girl and boy. The hair is brown. Hair color is brown. Eyes are open. Face looks like a child
00231,0.5546875,Picture of a man wearing a black cap and glasses. The hair is black. Hair color is black. Eyes are open. Face looks slightly slightly
00232,0.640625,Picture of a young girl eating a banana. The hair is black. Hair color is black. Eyes are open. Face looks like a girl
00233,0.763671875,Picture of a couple. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a woman
00234,0.91845703125,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly
00235,0.9853515625,Picture of a man with a tooth. The hair is gray. Hair color is gray. Eyes are open. Face looks like a man
00236,0.95751953125,Picture of a girl. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a banana
00237,0.7880859375,Picture of a woman with a flower in her hair. The hair is in a flower and is wearing a flower in her hair. Hair color is a great way to add a touch to your hair. Eyes are the window to the soul - rainbow hair bow. Face looks like a flower
00238,0.5849609375,Picture of a baby. The hair is brown. Hair color is brown. Eyes are open. Face looks like a baby
00239,0.5234375,Picture of a man. The hair is short. Hair color is brown. Eyes are black. Face looks very happy
00241,0.87744140625,Picture of a group of people. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a man
00245,0.87744140625,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks like a woman
00247,0.60400390625,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very happy
00250,0.70556640625,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very happy
00257,0.689453125,Picture of a little girl wearing a hat. The hair is blonde. Hair color is blonde. Eyes are wide. Face looks to the left
00258,0.80078125,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly
00261,0.79052734375,Picture of a woman. The hair is curly. Hair color is brown. Eyes are open. Face looks like a woman
00263,0.95458984375,Picture of a girl. The hair is long. Hair color is blonde. Eyes are open. Face looks like a smiling girl
00271,0.64794921875,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks like a man
00272,0.73095703125,Picture of a young boy. The hair is black. Hair color is black. Eyes are open. Face looks very sad
00274,0.83544921875,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a woman
00275,0.53515625,Picture of a woman with sunglasses on. The hair is brown. Hair color is brown. Eyes are closed. Face looks like a woman
00276,0.60400390625,Picture of a woman. The hair is red. Hair color is red. Eyes are open. Face looks like a woman
00279,0.80078125,Picture of a man. The hair is black. Hair color is brown. Eyes are open. Face looks slightly slightly
00281,0.76611328125,Picture of a little girl. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks very happy
00283,0.50390625,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks like a face
00284,0.71875,Picture of a little girl holding a teddy. The hair is brown. Hair color is brown. Eyes are blue. Face looks like a little girl
00285,0.85791015625,Picture of a girl. The hair is brown. Hair color is brown. Eyes are open. Face looks very happy
00286,0.82666015625,Picture of a child. The hair is wet. Hair color is red. Eyes are open. Face looks very happy
00288,0.70263671875,Picture of a man. The hair is black. Hair color is brown. Eyes are open. Face looks to the left
00289,0.51953125,Picture of a woman with glasses and a cell. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly
00290,0.64794921875,Picture of a woman. The hair is long. Hair color is brown. Eyes are blue. Face looks very happy
00292,0.662109375,Picture of a woman with a hat and a smile. The hair is brown. Hair color is brown. Eyes are open. Face looks like a pirate
00295,0.61865234375,Picture of a woman and a boy. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly
00297,0.53125,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks like a woman
00303,0.56201171875,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks very happy
00306,0.96337890625,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks slightly slightly
00307,0.50390625,Picture of a man with a tooth. The hair is curly. Hair color is black. Eyes are open. Face looks very happy
00309,0.5234375,Picture of two men. The hair is brown. Hair color is brown. Eyes are open. Face looks like a man
00311,0.73388671875,Picture of a woman with long brown hair. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly
00313,0.7880859375,Picture of a young boy. The hair is blonde. Hair color is brown. Eyes are brown. Face looks very sad
00315,0.67919921875,Picture of a young girl with a blue scarf. The hair is blue. Hair color is blue. Eyes are open. Face looks very sad
00316,0.751953125,Picture of a woman with a flower in her hair. The hair is curly. Hair color is brown. Eyes are open. Face looks like a woman
00319,0.67578125,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very happy
00326,0.89111328125,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks slightly slightly
00329,0.5888671875,Picture of two children. The hair is brown. Hair color is brown. Eyes are open. Face looks like a face
00331,0.658203125,Picture of a girl with a pink hat. The hair is long. Hair color is brown. Eyes are open. Face looks like a girl
00334,0.67236328125,Picture of a man with glasses and a beard. The hair is curly. Hair color is brown. Eyes are open. Face looks very happy
00341,0.7880859375,Picture of a young girl with a red wig and a white shirt. The hair is blonde. Hair color is red. Eyes are open. Face looks like a clown
00345,0.5078125,Picture of a girl with long blonde hair. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks very happy
00349,0.85986328125,Picture of a man. The hair is gray. Hair color is gray. Eyes are open. Face looks like a man
00350,0.7607421875,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very happy
00355,0.921875,Picture of a girl with a tooth. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a girl
00364,0.9697265625,Picture of a girl. The hair is black. Hair color is black. Eyes are open. Face looks like a bird
00367,0.6513671875,Picture of a man with a beard and glasses. The hair is curly. Hair color is blue. Eyes are open. Face looks like a man
00368,0.60205078125,Picture of a woman wearing a graduation cap. The hair is long. Hair color is brown. Eyes are open. Face looks like a woman
00369,0.89892578125,Picture of a man and woman smiling. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a man
00372,0.73388671875,Picture of a man. The hair is black. Hair color is brown. Eyes are open. Face looks very happy
00373,0.7431640625,Picture of a woman with a missing tooth. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly
00374,0.84375,Picture of a man with glasses. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a man
00375,0.72802734375,Picture of a man. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a man
00376,0.79833984375,Picture of a girl. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left
00379,0.63720703125,Picture of a man. The hair is long. Hair color is brown. Eyes are open. Face looks like a man
00381,0.70556640625,Picture of two women. The hair is brown. Hair color is brown. Eyes are open. Face looks like a face
00384,0.5390625,Picture of a woman. The hair is curly. Hair color is brown. Eyes are open. Face looks slightly slightly
00387,0.5927734375,Picture of a woman singing into a microphone. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left
00389,0.82763671875,Picture of a woman with a hat on. The hair is long. Hair color is black. Eyes are open. Face looks like a cow
00390,0.888671875,Picture of a man with a beard. The hair is brown. Hair color is brown. Eyes are open. Face looks like a man
00392,0.89501953125,Picture of a woman smiling. The hair is brown. Hair color is brown. Eyes are open. Face looks like a woman
00393,0.97900390625,Picture of a woman smiling. The hair is blonde. Hair color is light blue. Eyes are open. Face looks like a woman
00394,0.90478515625,Picture of a little girl. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks very happy
00396,0.80810546875,Picture of a man and woman. The hair is blonde. Hair color is red. Eyes are blue. Face looks like a face
00398,0.662109375,Picture of a little girl. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a baby
00402,0.70751953125,Picture of a man with a beard. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly
00403,0.62255859375,Picture of a man. The hair is gray. Hair color is light brown. Eyes are open. Face looks slightly slightly
00405,0.60009765625,Picture of a woman. The hair is long. Hair color is blonde. Eyes are open. Face looks slightly slightly
00406,0.56591796875,Picture of a woman's face with a blue and white swirl. The hair is brown. Hair color is a blue. Eyes are the same. Face looks like a butterfly
00407,0.85400390625,Picture of a girl with a smile. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a girl
00409,0.58154296875,Picture of two women. The hair is wet. Hair color is brown. Eyes are open. Face looks like a face
00411,0.85302734375,Picture of a little girl. The hair is blonde. Hair color is blonde. Eyes are open. Face looks up at the camera
00412,0.77197265625,Picture of a woman. The hair is red. Hair color is red. Eyes are open. Face looks like a face
00414,0.5390625,Picture of a young woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very sad
00415,0.64404296875,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks very happy
00420,0.83349609375,Picture of a woman with a cell in her hand. The hair is brown. Hair color is brown. Eyes are open. Face looks like a woman
00423,0.7578125,Picture of a man with a red scarf around his neck. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a man
00424,0.8671875,Picture of a girl. The hair is brown. Hair color is brown. Eyes are open. Face looks like a child
00425,0.5927734375,Picture of a woman with sunglasses. The hair is blonde. Hair color is red. Eyes are closed. Face looks like a woman
00426,0.71240234375,Picture of a man with glasses and a scarf around his neck. The hair is long. Hair color is brown. Eyes are open. Face looks like a man
00427,0.8740234375,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks like a cat
00431,0.64404296875,Picture of a man with glasses and a beard. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly
00432,0.66552734375,Picture of a man with glasses and a hat. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly
00435,0.88232421875,Picture of a girl. The hair is long. Hair color is black. Eyes are open. Face looks very happy
00438,0.66552734375,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very happy
00440,0.9111328125,Picture of a baby. The hair is black. Hair color is black. Eyes are open. Face looks like a baby
00443,0.61865234375,Picture of a young boy. The hair is brown. Hair color is brown. Eyes are open. Face looks like a face
00445,0.6513671875,Picture of a woman with red hair and a smile. The hair is red. Hair color is red. Eyes are open. Face looks slightly slightly
00446,0.740234375,Picture of a woman with sunglasses on. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a face
00447,0.60400390625,Picture of a woman with sunglasses on. The hair is brown. Hair color is brown. Eyes are closed. Face looks very happy
00449,0.96337890625,Picture of a woman with a green towel over her head. The hair is brown. Hair color is brown. Eyes are open. Face looks like a frog
00452,0.658203125,Picture of a woman wearing a red and black scarf. The hair is black. Hair color is black. Eyes are open. Face looks like a woman
00454,0.79052734375,Picture of two women with a hat on their head. The hair is brown. Hair color is silver. Eyes are open. Face looks like a bird
00456,0.80810546875,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks like a woman
00465,0.92822265625,Picture of a woman with curly hair. The hair is curly. Hair color is black. Eyes are open. Face looks very happy
00468,0.88427734375,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks very happy
00469,0.85400390625,Picture of a child. The hair is black. Hair color is black. Eyes are open. Face looks very happy
00470,0.546875,Picture of a woman with a tooth. The hair is dark. Hair color is dark brown. Eyes are open. Face looks like a woman
00471,0.73095703125,Picture of a little girl with a towel on her head. The hair is brown. Hair color is brown. Eyes are open. Face looks to the left
00478,0.546875,Picture of a man. The hair is white. Hair color is brown. Eyes are open. Face looks slightly to the left
00482,0.60400390625,Picture of a woman smiling. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very happy
00484,0.6298828125,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks very happy
00486,0.85400390625,Picture of a woman with purple hair. The hair is purple. Hair color is purple. Eyes are open. Face looks like a woman with purple hair
00488,0.54296875,Picture of a girl with a black umbrella. The hair is wet. Hair color is brown. Eyes are open. Face looks like a girl
00489,0.64404296875,Picture of a man with a beard. The hair is wet. Hair color is brown. Eyes are open. Face looks slightly to the left
00492,0.55078125,Picture of a man with a beard. The hair is blonde. Hair color is light brown. Eyes are open. Face looks slightly slightly
00493,0.51171875,Picture of a man with glasses and a beard. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly
00495,0.60595703125,Picture of a man brushing his beard. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left
00496,0.658203125,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a woman
00497,0.55810546875,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks very happy
00501,0.50390625,Picture of a man. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly
00502,0.71533203125,Picture of a man with a red hat and a red scarf. The hair is brown. Hair color is orange. Eyes are open. Face looks like a man
00503,0.72509765625,Picture of a man with a tooth. The hair is wet. Hair color is brown. Eyes are open. Face looks very happy
00505,0.66552734375,Picture of a young man with glasses on. The hair is black. Hair color is black. Eyes are open. Face looks like a man
00506,0.865234375,Picture of a woman with a purple hair. The hair is blonde. Hair color is purple. Eyes are open. Face looks like a woman
00507,0.72509765625,Picture of a woman with a tooth. The hair is brown. Hair color is brown. Eyes are open. Face looks very happy
00511,0.53125,Picture of a woman with glasses and a cell. The hair is curly. Hair color is blonde. Eyes are open. Face looks like a woman
00512,0.52734375,Picture of a man with a beard. The hair is gray. Hair color is light brown. Eyes are open. Face looks slightly slightly
00513,0.72802734375,Picture of a woman smiling. The hair is gray. Hair color is light brown. Eyes are open. Face looks slightly slightly
00514,0.85205078125,Picture of a man and a horse. The hair is blonde. Hair color is brown. Eyes are open. Face looks very sad
00516,0.9072265625,Picture of a girl. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a child
00518,0.53125,Picture of a man with a white hat and a beard. The hair is white. Hair color is white. Eyes are open. Face looks slightly slightly
00519,0.92919921875,Picture of a little girl. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks very happy
00521,0.6826171875,Picture of a woman and a man. The hair is gray. Hair color is gray. Eyes are open. Face looks like a face
00522,0.53515625,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks slightly
00523,0.822265625,Picture of a man with glasses and a backpack. The hair is brown. Hair color is brown. Eyes are open. Face looks like a man
00524,0.56591796875,Picture of a baby. The hair is blonde. Hair color is purple. Eyes are open. Face looks like a baby
00525,0.94970703125,Picture of a woman. The hair is long. Hair color is black. Eyes are open. Face looks like a man
00527,0.67578125,Picture of a man and woman. The hair is black. Hair color is black. Eyes are open. Face looks like a face
00528,0.6826171875,Picture of a man and woman. The hair is blonde. Hair color is brown. Eyes are open. Face looks like a man
00529,0.67919921875,Picture of a woman and a panda. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left
00533,0.93359375,Picture of a woman with a pink hoodie. The hair is pink. Hair color is pink. Eyes are open. Face looks like a woman
00534,0.5849609375,Picture of a man with a hat on. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a man
00535,0.56201171875,Picture of a man with wet hair. The hair is wet. Hair color is brown. Eyes are open. Face looks like a man
00536,0.56201171875,Picture of a girl. The hair is curly. Hair color is brown. Eyes are open. Face looks to the left
00537,0.70263671875,Picture of a woman. The hair is curly. Hair color is brown. Eyes are open. Face looks like a woman
00543,0.71240234375,Picture of a man with a tooth. The hair is black. Hair color is black. Eyes are open. Face looks like a man
00546,0.71875,Picture of a woman with curly hair. The hair is curly. Hair color is dark brown. Eyes are open. Face looks like a woman
00550,0.7216796875,Picture of a baby. The hair is brown. Hair color is brown. Eyes are open. Face looks very happy
00552,0.52734375,Picture of a man with a beard and a mustache. The hair is brown. Hair color is brown. Eyes are open. Face looks like a man
00553,0.6298828125,Picture of a woman with a tooth. The hair is long. Hair color is black. Eyes are open. Face looks like a woman
00554,0.88232421875,Picture of a child. The hair is brown. Hair color is brown. Eyes are open. Face looks to the left
00560,0.57373046875,Picture of a man with a white smile. The hair is blonde. Hair color is light blonde. Eyes are open. Face looks very happy
00561,0.7431640625,Picture of a girl. The hair is brown. Hair color is blue. Eyes are closed. Face looks like a butterfly
00567,0.7880859375,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks like a girl
00568,0.6513671875,Picture of a man. The hair is bald. Hair color is light brown. Eyes are open. Face looks slightly slightly
